num,행정구역(구),행정구역(동),행정구역(리),지번,교차로 여부,신호등,가로길이(m),세로길이(m),면적(㎡),longitude,latitude
6306,기장군,장안읍,길천리,444,(군도14호)길천3교차로,Y,6,15,91,129.2753376,35.33684383
6413,기장군,장안읍,길천리,355-2,(군도14호)7지점교차로,Y,6,14,82,129.2796486,35.33208035
6481,기장군,기장읍,서부리,398,기장그랜드호텔,Y,4,6,22,129.2089562,35.24971737
6497,기장군,철마면,안평리,415-6,안평삼거리,Y,3,11,33,129.1798233,35.24644598
6524,기장군,정관읍,예림리,1091-1,(정관)F지점,Y,6,10,63,129.2082929,35.32063
6536,기장군,정관읍,예림리,1128,(정관)G지점,Y,4,10,41,129.2008479,35.31946222
6546,기장군,장안읍,반룡리,430,(장안산업단지 진입로)반룡마을,Y,15,9,109,129.2616063,35.3400276
6548,기장군,장안읍,기룡리,816,(장안산업단지 진입로)본리교차로,Y,11,17,137,129.2593443,35.34099769
6550,기장군,장안읍,반룡리,816,(장안산업단지 진입로)본리교차로,Y,16,12,155,129.2595825,35.34103985
6551,기장군,장안읍,기룡리,1045-3,(장안산업단지 진입로)하근교차로,Y,10,12,72,129.2565594,35.34857364
6553,기장군,장안읍,기룡리,1045-3,(장안산업단지 진입로)하근교차로,Y,8,6,42,129.2564081,35.34850312
6555,기장군,장안읍,기룡리,351-2,(장안산업단지 진입로)하근교차로,Y,14,9,75,129.2565551,35.3483839
6557,기장군,장안읍,기룡리,353-1,(장안산업단지 진입로)하근교차로,Y,8,8,46,129.2567275,35.34843732
6559,기장군,장안읍,기룡리,229,(장안산업단지 진입로)반룡교차로,Y,9,10,81,129.255266,35.35202536
6562,기장군,일광면,신평리,,칠암 풍성농원앞(칠암마을회관입구),Y,7,9,33,129.258834,35.29701683
6563,기장군,일광면,삼성리,185-1,일광고가교밑,Y,7,16,103,129.2277514,35.2608355
6564,기장군,일광면,삼성리,710-1,일광해수욕장입구,Y,7,20,127,129.2316656,35.2625768
6565,기장군,일광면,삼성리,672-37,일광해수욕장입구,Y,6,17,105,129.2322856,35.26301895
6566,기장군,장안읍,반룡리,843,장안일반산업단지 2공구 S2지점,Y,10,24,175,129.2620538,35.32672958
6567,기장군,장안읍,반룡리,843,장안일반산업단지 2공구 S2지점,Y,14,13,124,129.2619952,35.32647909
6568,기장군,장안읍,반룡리,843,장안일반산업단지 2공구 S2지점,Y,17,14,175,129.2623056,35.32643521
6569,기장군,장안읍,반룡리,843,장안일반산업단지 2공구 S2지점,Y,15,10,120,129.2623553,35.32667842
6570,기장군,장안읍,반룡리,846,장안일반산업단지 2공구 S1지점,Y,9,24,184,129.2611691,35.32784417
6571,기장군,장안읍,반룡리,838-1,장안일반산업단지 2공구 S1지점,Y,13,12,121,129.2611018,35.32760621
6572,기장군,장안읍,반룡리,838-1,장안일반산업단지 2공구 S1지점,Y,17,17,192,129.2614057,35.32756418
6573,기장군,장안읍,반룡리,838-1,장안일반산업단지 2공구 S1지점,Y,12,15,133,129.2614635,35.32779325
6574,기장군,장안읍,반룡리,846,장안일반산업단지 S4점,Y,15,20,178,129.2602821,35.3289785
6575,기장군,장안읍,반룡리,846,장안일반산업단지 S4점,Y,10,23,155,129.2602192,35.32873381
6576,기장군,장안읍,반룡리,846,장안일반산업단지 S4점,Y,14,23,216,129.260517,35.32871536
6577,기장군,장안읍,반룡리,846,장안일반산업단지 S4점,Y,18,16,218,129.2606036,35.32892795
6578,기장군,장안읍,반룡리,738,장안일반산업단지 S3점,Y,8,18,143,129.2584861,35.33300386
6579,기장군,장안읍,반룡리,산96-3,장안일반산업단지 S2점,Y,8,19,143,129.2585032,35.33649124
6580,기장군,장안읍,반룡리,518-1,장안일반산업단지 S1점,Y,14,20,179,129.2585257,35.33894074
6581,기장군,장안읍,임랑리,203-4,효암2지구택지개발(장안어린이집),Y,4,11,46,129.2592656,35.31682433
6583,기장군,장안읍,임랑리,163-1,효암2지구택지개발,Y,4,13,52,129.2603983,35.31618715
6584,기장군,장안읍,명례리,산42,기장명례주유소,Y,21,13,203,129.2557349,35.38506012
6585,기장군,장안읍,길천리,213-1,월내초교앞,Y,4,9,28,129.283008,35.32975167
6586,기장군,장안읍,용소리,산185-1,장안용소마을,Y,15,12,148,129.2502338,35.34115971
6588,기장군,장안읍,좌천리,473-8,장안중고교,Y,15,19,165,129.2400945,35.31854897
6590,기장군,장안읍,좌천리,456-1,장안중고교,Y,21,24,235,129.2402342,35.31825141
6592,기장군,장안읍,좌천리,456-2,장안중고교,Y,22,16,178,129.2405414,35.31830747
6593,기장군,장안읍,좌천리,461-1,장안중고교,Y,27,25,246,129.2404074,35.31856816
6594,기장군,장안읍,좌동리,282-3,장안덕산부락(좌동삼거리),Y,13,21,179,129.2423064,35.32249207
6595,기장군,일광면,칠암리,153-18,칠암초등학교,Y,6,8,46,129.258289,35.29913454
6596,기장군,일광면,칠암리,,칠암초등학교,Y,4,8,35,129.2585425,35.29829337
6597,기장군,일광면,이천리,산36-20,삼덕노인정앞,Y,22,15,226,129.2297302,35.27013465
6598,기장군,일광면,삼성리,37-19,일광면사무소입구,Y,6,16,101,129.2328429,35.2637913
6599,기장군,일광면,삼성리,672-37,일광면사무소입구,Y,6,16,102,129.2330819,35.26456488
6600,기장군,일광면,삼성리,33-26,일광면사무소입구,Y,6,17,108,129.233348,35.26541363
6601,기장군,일광면,원리,134-5,좌천원당마을 입구,Y,11,20,128,129.2404887,35.30579489
6602,기장군,일광면,좌천리,171-14,일광보덕사입구,Y,15,22,205,129.2403985,35.30905153
6603,기장군,일광면,청광리,171-9,일광정관부락입구(청광리입구),Y,20,14,206,129.2368518,35.29531149
6604,기장군,일광면,화전리,643-12,일광I.C,Y,11,19,123,129.2313546,35.27477436
6606,기장군,일광면,화전리,643-12,일광I.C,Y,20,30,340,129.2316642,35.27478943
6607,기장군,일광면,화전리,643-12,일광I.C,Y,21,30,343,129.2315766,35.2745624
6609,기장군,일광면,화전리,105-1,일광초교,Y,19,14,200,129.2327229,35.27971371
6610,기장군,일광면,횡계리,281-7,삼덕마을입구(횡계마을직결),Y,6,15,96,129.2303471,35.27426641
6611,기장군,일광면,이천리,908-24,일광역전삼거리,Y,6,15,97,129.2336954,35.26665868
6612,기장군,일광면,이천리,768-5,일광역전삼거리,Y,7,17,106,129.2336069,35.26630811
6615,기장군,정관읍,용수리,1347,신동아아파트(정관면 28블럭),Y,6,17,106,129.1768149,35.32668024
6616,기장군,정관읍,임곡리,542,정관임곡새마을금고,Y,7,16,100,129.1366405,35.35302021
6617,기장군,정관읍,월평리,321-9,정관월평사거리,Y,4,11,37,129.1404238,35.35798761
6619,기장군,정관읍,월평리,140-48,정관월평사거리,Y,8,25,200,129.1403265,35.35782682
6621,기장군,정관읍,월평리,140-48,정관월평사거리,Y,10,36,257,129.140599,35.35762309
6623,기장군,정관읍,월평리,321-9,정관월평사거리,Y,9,23,186,129.1409832,35.35774267
6625,기장군,정관읍,월평리,321-9,정관월평사거리,Y,8,38,306,129.1408266,35.35796302
6626,기장군,정관읍,두명리,372-3,두명교차로,Y,7,32,206,129.1483804,35.35525464
6627,기장군,정관읍,두명리,372-3,두명교차로,Y,4,20,62,129.1483349,35.35507342
6629,기장군,정관읍,두명리,450-3,두명교차로,Y,4,7,29,129.1485908,35.35535775
6631,기장군,정관읍,두명리,93,(덕산마을)정관백운공원삼거리,Y,7,26,158,129.1583721,35.35052639
6634,기장군,정관읍,예림리,1035-33,(정관)Q지점,Y,6,20,125,129.2148156,35.32218906
6635,기장군,정관읍,달산리,1026-12,(정관)P지점,Y,8,18,109,129.1845287,35.31697457
6636,기장군,정관읍,달산리,1026-12,(정관)P지점,Y,16,22,213,129.1843911,35.31680641
6637,기장군,정관읍,달산리,1037-1,(정관)P지점,Y,7,19,103,129.1845745,35.31667811
6638,기장군,정관읍,달산리,1026-11,(정관)P지점,Y,10,27,192,129.1847073,35.31685561
6639,기장군,정관읍,달산리,1096,(정관)O지점,Y,6,17,88,129.1921734,35.31811945
6640,기장군,정관읍,달산리,1096,(정관)O지점,Y,9,29,208,129.1920663,35.31795162
6641,기장군,정관읍,달산리,1096,(정관)O지점,Y,8,21,109,129.1922563,35.31781879
6642,기장군,정관읍,달산리,1096,(정관)O지점,Y,9,22,172,129.1924064,35.31798904
6643,기장군,정관읍,예림리,1215,(정관)H지점,Y,5,13,46,129.1975103,35.31890412
6644,기장군,정관읍,예림리,1215,(정관)H지점,Y,7,24,152,129.1973566,35.31874277
6645,기장군,정관읍,예림리,1215,(정관)H지점,Y,7,18,90,129.1975391,35.31861793
6646,기장군,정관읍,예림리,1110-2,(정관)H지점,Y,7,20,128,129.1976983,35.31880015
6647,기장군,정관읍,예림리,1110-2,(정관)G지점,Y,6,24,153,129.2006239,35.31954826
6648,기장군,정관읍,예림리,1128,(정관)G지점,Y,6,19,112,129.2009092,35.31968398
6649,기장군,정관읍,예림리,1122,(정관)F지점,Y,7,23,144,129.2081115,35.32077181
6650,기장군,정관읍,예림리,694,(정관)F지점,Y,7,22,141,129.2084899,35.32077574
6651,기장군,정관읍,예림리,1035-22,(정관)L지점,Y,8,20,164,129.210638,35.32081399
6655,기장군,정관읍,달산리,1249,정관주공 APT606동,Y,6,17,102,129.1870486,35.31967495
6658,기장군,정관읍,방곡리,404,정관신도시(#43),Y,7,13,84,129.1906627,35.32332911
6660,기장군,정관읍,방곡리,404,정관신도시(#42),Y,6,18,103,129.1891259,35.32462985
6661,기장군,정관읍,방곡리,404,정관신도시(#42),Y,7,18,105,129.1888605,35.32462831
6664,기장군,정관읍,예림리,1028-2,정관신도시(#36),Y,7,18,111,129.1965059,35.323202
6665,기장군,정관읍,예림리,148-11,정관신도시(#35),Y,8,16,137,129.1938267,35.3224279
6666,기장군,정관읍,예림리,404,정관신도시(#34),Y,9,22,148,129.1911945,35.32149276
6667,기장군,정관읍,예림리,404,정관신도시(#34),Y,9,28,205,129.1910187,35.32161879
6668,기장군,정관읍,예림리,404,정관신도시(#34),Y,13,23,211,129.1912827,35.3216831
6669,기장군,정관읍,예림리,404,정관신도시(#34),Y,11,19,159,129.1911154,35.32180355
6670,기장군,정관읍,예림리,산97-3,정관신도시(#34),Y,9,16,136,129.1924299,35.32202072
6671,기장군,정관읍,달산리,1231,정관신도시(#33),Y,7,25,125,129.1916537,35.32003673
6672,기장군,정관읍,달산리,1231,정관신도시(#33),Y,8,21,87,129.1913704,35.32029764
6673,기장군,정관읍,달산리,1231,정관신도시(#33),Y,6,20,115,129.1915225,35.32037097
6674,기장군,정관읍,달산리,1231,정관신도시(#33),Y,6,13,73,129.1918032,35.32011724
6675,기장군,정관읍,달산리,1226,정관신도시(#32),Y,9,30,204,129.1890564,35.32085596
6676,기장군,정관읍,달산리,1221-5,정관신도시(#32),Y,7,17,76,129.188839,35.32089621
6677,기장군,정관읍,달산리,1221-5,정관신도시(#32),Y,9,27,198,129.1888673,35.32073852
6678,기장군,정관읍,달산리,1226,정관신도시(#32),Y,7,13,66,129.1891089,35.32068662
6679,기장군,정관읍,방곡리,295,정관신도시(#29),Y,6,15,90,129.185262,35.32375882
6680,기장군,정관읍,방곡리,295,정관신도시(#29),Y,8,24,118,129.1850143,35.32365917
6681,기장군,정관읍,달산리,259-13,정관신도시(#28),Y,8,18,115,129.1847641,35.32244785
6682,기장군,정관읍,달산리,259-13,정관신도시(#28),Y,9,16,92,129.1848632,35.32231771
6683,기장군,정관읍,달산리,259-6,정관신도시(#28),Y,5,12,54,129.1845923,35.32239804
6684,기장군,정관읍,달산리,259-13,정관신도시(#28),Y,7,20,107,129.1847238,35.32222375
6685,기장군,정관읍,달산리,799,정관신도시(#26),Y,7,21,117,129.1840522,35.31961892
6686,기장군,정관읍,달산리,799,정관신도시(#26),Y,7,28,150,129.1838741,35.31945232
6687,기장군,정관읍,달산리,799,정관신도시(#26),Y,7,31,168,129.1842088,35.31944703
6688,기장군,정관읍,달산리,799,정관신도시(#26),Y,7,21,120,129.1840582,35.31927468
6689,기장군,정관읍,매학리,780,정관신도시(#25),Y,7,28,161,129.1811741,35.31972917
6690,기장군,정관읍,매학리,780,정관신도시(#25),Y,7,20,97,129.1810959,35.31989866
6691,기장군,정관읍,매학리,780,정관신도시(#25),Y,7,18,96,129.1809151,35.3195766
6692,기장군,정관읍,매학리,780,정관신도시(#25),Y,9,30,219,129.1808768,35.31975989
6693,기장군,정관읍,매학리,717-4,정관신도시(#24),Y,10,34,230,129.1786394,35.32047741
6694,기장군,정관읍,매학리,717-3,정관신도시(#24),Y,12,30,264,129.1785116,35.32070826
6695,기장군,정관읍,매학리,717-3,정관신도시(#24),Y,9,27,203,129.1781798,35.32063544
6696,기장군,정관읍,매학리,717-4,정관신도시(#24),Y,9,35,261,129.1783402,35.32036463
6697,기장군,정관읍,달산리,986-3,정관신도시(#23),Y,9,27,202,129.1776939,35.31916981
6698,기장군,정관읍,달산리,986-5,정관신도시(#23),Y,8,18,113,129.1779922,35.3192513
6699,기장군,정관읍,달산리,986-4,정관신도시(#23),Y,9,36,257,129.1778142,35.3194397
6700,기장군,정관읍,달산리,986-2,정관신도시(#23),Y,9,19,123,129.1775293,35.31939481
6701,기장군,정관읍,달산리,1037-1,정관신도시(#22),Y,8,25,168,129.1764734,35.31734399
6702,기장군,정관읍,달산리,1037-1,정관신도시(#22),Y,7,20,135,129.1768824,35.3172601
6705,기장군,정관읍,달산리,1037-1,정관신도시(#22),Y,6,25,152,129.1767605,35.31745194
6708,기장군,정관읍,매학리,731,정관신도시(#21),Y,7,26,160,129.1747567,35.3218852
6709,기장군,정관읍,매학리,731,정관신도시(#21),Y,9,21,150,129.1748299,35.32166038
6710,기장군,정관읍,매학리,731,정관신도시(#21),Y,9,27,204,129.1751268,35.32175736
6711,기장군,정관읍,매학리,731,정관신도시(#21),Y,7,21,117,129.1750432,35.3219694
6713,기장군,정관읍,매학리,166-9,정관신도시(#20),Y,9,29,227,129.1724582,35.31942869
6714,기장군,정관읍,매학리,166-9,정관신도시(#20),Y,9,31,221,129.1726493,35.31927197
6715,기장군,정관읍,용수리,1334,정관신도시(#19),Y,6,17,102,129.1729044,35.32294196
6716,기장군,정관읍,용수리,1334,정관신도시(#19),Y,6,17,100,129.1727642,35.32304817
6717,기장군,정관읍,매학리,397-14,정관신도시(#18),Y,8,23,182,129.1692676,35.32201466
6718,기장군,정관읍,용수리,1328-7,정관신도시(#17),Y,7,25,156,129.1703173,35.32594092
6719,기장군,정관읍,용수리,1350,정관신도시(#17),Y,7,23,130,129.1700948,35.32597605
6720,기장군,정관읍,용수리,1328-7,정관신도시(#17),Y,7,20,114,129.1704257,35.32610702
6721,기장군,정관읍,용수리,1329-1,정관신도시(#17),Y,7,27,157,129.1702002,35.32614708
6722,기장군,정관읍,용수리,1389,정관신도시(#16),Y,9,29,224,129.1670028,35.32474199
6723,기장군,정관읍,용수리,1389,정관신도시(#16),Y,7,17,91,129.1672883,35.32471081
6724,기장군,정관읍,용수리,1389,정관신도시(#16),Y,9,29,225,129.1671588,35.32450783
6725,기장군,정관읍,용수리,1380,정관신도시(#15),Y,7,26,148,129.1680116,35.32949206
6726,기장군,정관읍,용수리,1380,정관신도시(#15),Y,6,19,106,129.1678803,35.32928632
6727,기장군,정관읍,용수리,1380,정관신도시(#15),Y,7,29,149,129.1681155,35.32925083
6728,기장군,정관읍,용수리,1380,정관신도시(#15),Y,7,21,114,129.1682492,35.3294533
6730,기장군,정관읍,용수리,산120,정관신도시(#14),Y,8,28,210,129.1647317,35.32802493
6731,기장군,정관읍,용수리,산120,정관신도시(#14),Y,8,27,220,129.164905,35.32776454
6732,기장군,정관읍,용수리,586,정관신도시(#13),Y,9,23,195,129.1634135,35.33032613
6739,기장군,정관읍,모전리,792,정관신도시(#10),Y,8,27,161,129.1657093,35.33397232
6740,기장군,정관읍,모전리,741-5,정관신도시(#10),Y,7,25,129,129.1659406,35.33390644
6741,기장군,정관읍,모전리,792,정관신도시(#10),Y,7,23,116,129.1655635,35.3337929
6742,기장군,정관읍,모전리,792,정관신도시(#10),Y,7,31,164,129.1658132,35.33372291
6744,기장군,정관읍,모전리,788,정관신도시(#9),Y,8,23,195,129.1616117,35.33412208
6745,기장군,정관읍,모전리,산88-7,정관신도시(#9),Y,8,28,218,129.1622495,35.33282173
6746,기장군,정관읍,모전리,산88-7,정관신도시(#9),Y,8,29,217,129.1623878,35.33251942
6748,기장군,정관읍,모전리,730,정관신도시(#8),Y,7,23,130,129.1650643,35.33527599
6749,기장군,정관읍,모전리,730,정관신도시(#8),Y,7,21,127,129.1651391,35.33509858
6751,기장군,정관읍,모전리,721,정관신도시(#6),Y,6,19,104,129.16264,35.3371597
6752,기장군,정관읍,모전리,721,정관신도시(#6),Y,7,18,103,129.1629323,35.33713521
6753,기장군,정관읍,모전리,715,정관신도시(#5),Y,8,29,225,129.1612928,35.33730739
6754,기장군,정관읍,모전리,715,정관신도시(#5),Y,6,18,99,129.1615136,35.33716726
6755,기장군,정관읍,모전리,715,정관신도시(#5),Y,9,28,229,129.1612804,35.33698836
6760,기장군,정관읍,모전리,711,정관신도시(#3),Y,8,25,193,129.1611756,35.34000931
6761,기장군,정관읍,모전리,711,정관신도시(#2),Y,9,30,231,129.1601408,35.34246949
6762,기장군,정관읍,모전리,711,정관신도시(#2),Y,7,21,101,129.1603762,35.34239364
6763,기장군,정관읍,모전리,711,정관신도시(#2),Y,9,29,225,129.160244,35.3422188
6764,기장군,정관읍,모전리,711,정관신도시(#2),Y,5,15,49,129.1600136,35.34228989
6765,기장군,정관읍,모전리,,정관신도시(#1),Y,8,25,189,129.1593261,35.34402772
6766,기장군,정관읍,용수리,1328-7,정관7지점,Y,5,11,37,129.1718437,35.32688076
6767,기장군,정관읍,용수리,1346,정관7지점,Y,6,17,106,129.1717888,35.32672218
6768,기장군,정관읍,용수리,1328-7,정관7지점,Y,4,9,30,129.1719692,35.32667471
6769,기장군,정관읍,용수리,1328-7,정관7지점,Y,7,17,106,129.1720144,35.32682639
6770,기장군,정관읍,매학리,731,정관신도시5지점,Y,6,12,73,129.1761894,35.32366794
6771,기장군,정관읍,매학리,731,정관신도시5지점,Y,6,9,57,129.1763562,35.32369456
6772,기장군,정관읍,매학리,731,정관신도시5지점,Y,7,13,77,129.176282,35.32381084
6773,기장군,정관읍,용수리,203-2,정관신도시4지점,Y,10,24,188,129.1777733,35.32622793
6774,기장군,정관읍,용수리,1306,정관신도시4지점,Y,6,17,97,129.1777942,35.32602537
6775,기장군,정관읍,용수리,1306,정관신도시4지점,Y,8,22,145,129.1780173,35.32612237
6776,기장군,정관읍,용수리,1306,정관신도시4지점,Y,6,18,110,129.1779707,35.32631969
6777,기장군,정관읍,용수리,1346,정관 3-1지점,Y,8,18,147,129.1759126,35.32711152
6778,기장군,정관읍,용수리,635-7,정관 3지점,Y,7,15,101,129.1742268,35.32780508
6779,기장군,정관읍,용수리,635-7,정관 3지점,Y,9,18,145,129.174493,35.32778914
6780,기장군,정관읍,매학리,731,정관신도시2지점,Y,8,33,244,129.179371,35.32220224
6781,기장군,정관읍,매학리,731,정관신도시2지점,Y,7,13,73,129.179218,35.32238457
6782,기장군,정관읍,매학리,731,정관신도시2지점,Y,9,32,209,129.179454,35.32238895
6783,기장군,정관읍,매학리,731,정관신도시2지점,Y,7,10,57,129.1796832,35.32222224
6784,기장군,정관읍,방곡리,141,정관신도시1지점,Y,8,18,140,129.1805872,35.3249576
6785,기장군,정관읍,매학리,141,정관신도시1지점,Y,9,28,212,129.1807402,35.32467068
6786,기장군,정관읍,매학리,141,정관신도시1지점,Y,7,23,132,129.1809611,35.32473276
6787,기장군,정관읍,방곡리,141,정관신도시1지점,Y,8,28,194,129.1808644,35.32498192
6788,기장군,정관읍,예림리,606-6,정관 LG정유LPG충전소 옆,Y,6,13,82,129.2088474,35.3242854
6790,기장군,정관읍,예림리,329-4,정관 LG정유LPG충전소,Y,6,15,90,129.2101663,35.32440172
6791,기장군,정관읍,예림리,323-15,정관소방 P.B,Y,8,13,112,129.2126659,35.32449657
6792,기장군,정관읍,달산리,1051-1,예림리 대송테크주변,Y,9,26,203,129.1798775,35.31663771
6793,기장군,정관읍,달산리,1051-1,예림리 대송테크주변,Y,8,17,89,129.180014,35.31646643
6794,기장군,정관읍,달산리,1051-1,예림리 대송테크주변,Y,9,22,180,129.1802332,35.31660587
6795,기장군,정관읍,달산리,1037-1,예림리 대송테크주변,Y,10,13,95,129.180068,35.31678445
6796,기장군,정관읍,달산리,799,정관신도시(A-19BL),Y,6,14,86,129.1841431,35.31868499
6797,기장군,정관읍,용수리,1077,협성르네상스아파트 주차장,Y,6,17,103,129.1751894,35.32745407
6798,기장군,정관읍,용수리,635-7,협성르네상스아파트 입구,Y,6,13,87,129.1733545,35.32742094
6802,기장군,장안읍,좌천리,436-9,부일주유소,Y,8,32,265,129.2355226,35.32158318
6803,기장군,정관읍,달산리,1215,정관동원로얄듀크 101동,Y,6,17,103,129.1919362,35.3188958
6804,기장군,기장읍,청강리,416-2,시내버스 공영차고지,Y,14,27,225,129.2135841,35.22428062
6806,기장군,일광면,좌천리,122,(기장 좌천초교입구)좌천우체국 주변,Y,5,15,57,129.2410541,35.31017175
6816,기장군,철마면,안평리,680,고촌택지 B지점,Y,8,35,275,129.1686596,35.23618267
6817,기장군,일광면,삼성리,510-14,기장경찰서,Y,21,14,181,129.2241994,35.25623284
6820,기장군,기장읍,연화리,412,연화리입구(동부산관광로),Y,8,17,135,129.2221425,35.21138096
6821,기장군,기장읍,연화리,412,연화리입구(동부산관광로),Y,6,15,89,129.2219489,35.21147113
6822,기장군,철마면,안평리,110-5,신진초교(고촌택지A지점),Y,8,32,248,129.1728354,35.2378695
6823,해운대구,반송동,안평리,,철마실로암묘지입구,Y,8,25,203,129.1617525,35.2361806
6824,기장군,철마면,안평리,415-6,안평삼거리,Y,6,21,126,129.1798062,35.24630343
6825,기장군,기장읍,대라리,417-3,기장시장,Y,6,14,81,129.2135378,35.24299595
6826,기장군,기장읍,대라리,775-10,기장시장,Y,6,20,117,129.2135576,35.24330818
6827,기장군,철마면,만화리,산2-1,만화리 영락동산,Y,6,20,123,129.18942,35.25054024
6828,기장군,기장읍,교리,365,기장교리초교,Y,6,12,74,129.2156726,35.25409038
6829,기장군,기장읍,교리,365,기장교리초교,Y,8,13,110,129.2160199,35.25416612
6830,기장군,기장읍,대라리,287,기장유성테크노산업,Y,7,14,93,129.2133139,35.2380536
6831,기장군,기장읍,청강리,328-6,대변덕주빌라입구,Y,6,18,118,129.2186222,35.23469887
6833,기장군,기장읍,청강리,328-6,대변덕주빌라입구,Y,6,18,112,129.2188661,35.23433988
6835,기장군,기장읍,대라리,1060,기장농협앞,Y,4,15,61,129.213486,35.24112178
6836,기장군,기장읍,대라리,419-14,기장농협앞,Y,6,15,90,129.2134928,35.24140983
6837,기장군,기장읍,동부리,382-1,기장신한은행,Y,6,14,88,129.213832,35.24807904
6838,기장군,기장읍,대라리,775-10,기장제일은행,Y,7,19,108,129.2136863,35.24506332
6839,기장군,기장읍,시랑리,산9-1,해광사입구,Y,6,16,92,129.2242068,35.20527758
6840,기장군,기장읍,시랑리,100-6,시골밥상,Y,6,17,96,129.222901,35.1976477
6841,기장군,기장읍,시랑리,667-7,용궁사진입도로(국립수산진흥원),Y,6,18,107,129.2202795,35.19414129
6842,기장군,기장읍,시랑리,372-1,이천쌀밥집(궁중기장미역),Y,6,19,112,129.2157007,35.19144881
6843,기장군,기장읍,시랑리,677-2,공수마을입구,Y,7,21,134,129.2102972,35.18386969
6844,기장군,기장읍,시랑리,527-12,동해곰장어앞,Y,6,21,129,129.2113961,35.18640755
6845,기장군,기장읍,만화리,327,만화리이너티마을,Y,9,18,144,129.1928022,35.25315885
6846,기장군,기장읍,만화리,333-14,만화리동서부락,Y,6,22,132,129.1955277,35.25389799
6847,기장군,기장읍,만화리,산121-4,만화리입구,Y,8,23,179,129.2039878,35.2531757
6849,기장군,기장읍,서부리,398,기장그랜드호텔,Y,8,22,177,129.2091294,35.24973408
6850,기장군,기장읍,동부리,394-4,한신아파트,Y,6,14,86,129.2138516,35.24913777
6851,기장군,기장읍,동부리,151-3,한신아파트,Y,5,31,125,129.2137911,35.2487655
6852,기장군,기장읍,동부리,394-4,한신아파트,Y,8,18,138,129.2140138,35.24904285
6854,기장군,기장읍,동부리,151-1,구기장군청,Y,6,22,136,129.2156748,35.25061518
6855,기장군,기장읍,동부리,336-7,구기장군청,Y,6,20,119,129.2159447,35.25074708
6856,기장군,기장읍,동부리,379-1,동부지하차도 주변,Y,10,14,105,129.2169732,35.25098764
6858,기장군,기장읍,동부리,,교리삼거리,Y,9,24,207,129.2209936,35.25120308
6859,기장군,기장읍,동부리,산3-3,교리삼거리,Y,8,24,156,129.2209135,35.25143562
6860,기장군,기장읍,동부리,산3-3,교리삼거리,Y,7,9,57,129.2208634,35.2517326
6861,기장군,기장읍,신천리,482-4,기장군청,Y,8,25,210,129.220961,35.24506287
6862,기장군,기장읍,청강리,,기장현대아파트,Y,8,22,177,129.2206641,35.24339796
6864,기장군,기장읍,청강리,,죽성사거리,Y,6,25,147,129.2203877,35.2409244
6865,기장군,기장읍,청강리,,죽성사거리,Y,9,24,216,129.2204188,35.24189544
6866,기장군,기장읍,청강리,131-10,기장벽산아파트,Y,8,23,186,129.2199868,35.23935736
6867,기장군,기장읍,청강리,250,은성밧데리,Y,9,21,181,129.218926,35.23768245
6868,기장군,기장읍,청강리,257-3,청강사거리,Y,11,19,112,129.2177135,35.23606383
6869,기장군,기장읍,청강리,702-3,청강사거리,Y,6,22,137,129.2177077,35.23574362
6871,기장군,기장읍,청강리,254-2,청강사거리,Y,6,28,144,129.2179271,35.23578173
6872,기장군,기장읍,청강리,254-2,청강사거리,Y,6,23,142,129.217941,35.23612138
6873,기장군,기장읍,청강리,369-7,무곡마을,Y,8,23,190,129.2151691,35.22751369
6875,기장군,기장읍,석산리,112-3,내리마을,Y,10,27,238,129.2076212,35.20673726
6876,기장군,기장읍,석산리,772,내리주유소,Y,8,29,230,129.2063282,35.20477654
6877,기장군,기장읍,내리,772,내리주유소,Y,7,13,69,129.206119,35.20460901
6878,기장군,기장읍,내리,772,내리주유소,Y,9,29,251,129.206341,35.2044672
6879,기장군,기장읍,석산리,772,내리주유소,Y,8,17,83,129.2065484,35.20460081
6880,기장군,기장읍,내리,799,삼양사입구,Y,9,27,221,129.2064955,35.20182437
6881,기장군,기장읍,내리,799,솔밭장터,Y,21,13,210,129.2066206,35.20037896
6883,사상구,학장동,-,245-21,학장초교,Y,9,10,87,128.9847288,35.14603538
6895,사상구,학장동,-,585-7,학장목화아파트,Y,7,8,54,128.9792522,35.13886171
6897,사상구,학장동,-,237-48,학장삼성아파트,Y,6,15,83,128.983708,35.14159733
6909,사상구,학장동,-,728-11,세아제강 부산공장,Y,6,15,98,128.9775948,35.14192481
6910,사상구,학장동,-,171-1,구학초등학교,Y,7,12,80,128.9936119,35.13733579
6913,사상구,감전동,-,502-1,부산위생,Y,4,12,49,128.9704363,35.14111786
6918,사상구,엄궁동,-,689,고구려참숯갈비,Y,9,13,97,128.96774,35.12449304
6921,사상구,감전동,-,156-22,사상구청,Y,7,14,86,128.9902163,35.15212523
6922,사상구,감전동,-,156-22,사상구청,Y,3,11,30,128.9898889,35.15216613
6935,사상구,학장동,-,,엄궁아파트(성황리마트앞),Y,6,13,93,128.9758107,35.136217
6937,사상구,학장동,-,752-17,엄궁아파트(성황리마트앞),Y,6,14,82,128.9760303,35.1364342
6940,사상구,학장동,-,,엄궁아파트(성황리마트앞),Y,4,17,70,128.9760236,35.13629591
6946,사상구,덕포동,-,787-6,신라대입구,Y,5,50,187,128.9886688,35.16948149
